income,debt,loan_amount,num_credit_cards,credit_util_ratio,num_loans,delayed_payments,credit_history_length,credit_inquiries,emi_per_month,credit_score
0.07795666441982596,-0.270267604363889,0.3057248870322321,0.6419471294437011,0.3109858553321677,-1.7534786929860644,0.4901013237898324,-0.9847631847545498,0.3120396650817766,-1.2075814781300687,Standard
1.8823582747205436,-1.3121632011955178,-0.8523711426520999,0.3824333156925354,0.761571594061698,0.6598497158526883,-2.107688069617378,0.8482107209244432,-1.6436975245482315,0.8228484103976095,Standard
1.9893937435148077,-1.1321491407160067,-1.8259304830655578,0.9764313771980682,0.5227472619329812,1.5910638951422662,-3.4699736860611914,0.29385546859226874,-3.179645449166359,2.5666078545077795,Standard
0.33430864765566404,-0.9221889054316275,-0.36761378680441925,-1.001314654197967,-1.629881034335699,1.721243610379274,1.4352474501357735,0.49527256543833675,-0.1489732953742825,-0.9530167588275269,Standard
-1.0941733289159896,0.008857703668895378,-0.26284838593164506,0.9758233372885634,-3.705086690545255,0.7591955925898852,-0.8595431794733365,-0.10684732651099937,3.3165719994434726,0.9267796326408463,Good
-2.008469092655994,0.6446898032842333,-0.3784582862725595,1.5973972932216232,-3.344346845122568,0.47060269043782466,-0.46073489437243403,-1.3578254222207278,2.3709401248173707,1.5298516012177548,Good
1.6493344779658146,-0.6417271436521294,-0.8217628356127683,-2.954248941242031,-3.369636537875047,-0.10037497902931336,-2.542523094086725,-2.2339631338683055,0.569101762200327,1.4255014289738968,Bad
1.0311833673837232,0.4685401615460691,-1.1512698678186972,-1.1772264174512104,0.08765280887016391,-1.6000609760616404,-3.8072718974994664,-0.3948159971902493,0.1253040358552837,1.2081679131865943,Bad
2.058382559972352,0.509683077242329,-2.2709506816137224,0.6149446390313781,-0.23826691026184954,1.4595078283591303,-3.7997338457440692,0.5655606830798361,-2.522031678964302,2.077321770465417,Standard
-0.18109592106765837,-0.2526248688026368,-2.626106008150314,0.7570320650539775,0.6173804492900392,-3.6876679440947018,-5.194981374458147,-1.329169751970987,-0.16339981280096616,1.046067640245553,Good
-1.1455421436620419,-0.8758148246462933,-0.5598772245608803,-0.70128957079155,-3.87781654080547,-0.3794198651131986,-0.09385868985890311,-1.003255150431216,3.127366615396503,-0.48435301516801454,Standard
-1.8007536816501128,0.0022316221624020006,-1.719347861446606,-0.33787777547380676,-1.5125662574000367,-1.9434720833327317,-1.3148428117155313,-3.345145104819062,-0.39328918119903733,0.943478805906306,Good
0.9587605336467131,0.6874267551265042,-0.7918693604750728,-1.0989162547281939,-0.38958891925084005,1.9439212773246204,-0.5308841937087411,1.074758160540694,-1.2161645702758959,0.5259896395824625,Standard
-3.20810606328901,3.529055187570484,-1.5833046340939043,1.0108397350203135,-1.9552696074565552,0.48373557510820353,3.6898335311379498,-2.131456019566879,-1.2181664998380997,-1.692381896212863,Good
-0.38571492683792263,1.0189232400898984,0.02586218354565939,0.9198715159544302,1.4312948063200681,-0.6297699405072328,-1.768362474857226,1.8515388857600703,1.2188234613354527,0.5844052606830382,Bad
